date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,mintempm_1,mintempm_2,maxtempm_1,maxtempm_2,maxhumidity_1,maxhumidity_2,minhumidity_1,minhumidity_2
2016-02-13,24,18,1012.32,94,36,31,18,20,14,1015,1011,0.0,21,20,30,31,94,100,58,53
2016-02-14,26,22,1012.73,94,58,30,21,23,19,1015,1011,0.0,20,23,31,32,100,94,53,46
2016-02-15,26,22,1014.57,100,53,31,20,23,21,1017,1012,0.0,23,22,32,32,94,89,46,48
2016-02-16,28,23,1015.2,94,46,32,23,25,19,1018,1013,0.0,22,21,32,34,89,94,48,33
2016-02-17,27,22,1014.68,89,48,32,22,24,20,1018,1012,0.0,21,23,34,35,94,94,33,25
2016-02-18,28,20,1013.05,94,33,34,21,24,15,1016,1010,0.0,23,22,35,35,94,78,25,23
2016-02-19,29,20,1012.32,94,25,35,23,25,14,1016,1010,0.0,22,24,35,36,78,94,23,23
2016-02-20,28,18,1011.11,78,23,35,22,23,14,1014,1008,0.0,24,23,36,32,94,89,23,24
2016-02-21,30,19,1009.2,94,23,36,24,25,12,1012,1007,0.0,23,22,32,30,89,94,24,32
2016-02-22,28,17,1011.82,89,24,32,23,22,12,1015,1009,0.0,22,20,30,26,94,94,32,61
2016-02-23,26,18,1012.09,94,32,30,22,23,14,1015,1010,0.0,20,19,26,28,94,100,61,66
2016-02-24,23,21,1012.02,94,61,26,20,23,17,1014,1010,96.0,19,21,28,28,100,97,66,61
2016-02-25,24,21,1014.49,100,66,28,19,23,18,1017,1012,0.0,21,20,28,31,97,94,61,34
2016-02-26,24,22,1016.46,97,61,28,21,23,20,1019,1014,1.0,20,21,31,31,94,89,34,45
2016-02-27,26,20,1016.16,94,34,31,20,22,17,1020,1014,0.0,21,21,31,31,89,94,45,47
2016-02-28,26,21,1016.77,89,45,31,21,24,19,1020,1014,0.0,21,21,31,32,94,90,47,42
2016-02-29,26,22,1016.2,94,47,31,21,23,20,1020,1013,0.0,21,21,32,33,90,94,42,40
2016-03-01,26,21,1013.95,90,42,32,21,24,19,1017,1011,0.0,21,21,33,33,94,94,40,38
2016-03-02,27,20,1014.02,94,40,33,21,22,17,1017,1012,0.0,21,22,33,35,94,94,38,20
2016-03-03,27,21,1013.54,94,38,33,21,23,15,1017,1011,0.0,22,22,35,35,94,92,20,29
2016-03-04,28,20,1011.5,94,20,35,22,24,14,1015,1009,0.0,22,24,35,34,92,89,29,34
2016-03-05,28,21,1010.45,92,29,35,22,24,18,1013,1007,0.0,24,22,34,34,89,89,34,25
2016-03-06,29,19,1011.07,89,34,34,24,24,16,1014,1008,0.0,22,22,34,34,89,83,25,30
2016-03-07,28,19,1010.61,89,25,34,22,23,14,1014,1008,0.0,22,24,34,35,83,79,30,32
2016-03-08,28,19,1009.71,83,30,34,22,22,17,1013,1007,0.0,24,25,35,33,79,81,32,40
2016-03-09,30,21,1009.05,79,32,35,24,23,19,1012,1007,0.0,25,25,33,35,81,89,40,32
2016-03-10,29,20,1010.55,81,40,33,25,24,17,1013,1009,0.0,25,25,35,35,89,94,32,26
2016-03-11,30,22,1010.77,89,32,35,25,25,18,1014,1008,0.0,25,24,35,32,94,89,26,29
2016-03-12,30,22,1009.34,94,26,35,25,26,16,1012,1007,0.0,24,21,32,31,89,78,29,31
2016-03-13,28,19,1012.0,89,29,32,24,24,14,1015,1010,0.0,21,22,31,33,78,83,31,32
2016-03-14,26,18,1012.57,78,31,31,21,20,16,1015,1010,0.0,22,23,33,33,83,96,32,29
2016-03-15,28,19,1010.91,83,32,33,22,22,16,1014,1008,0.0,23,21,33,34,96,88,29,17
2016-03-16,28,20,1009.96,96,29,33,23,23,16,1013,1007,0.0,21,22,34,35,88,89,17,41
2016-03-17,28,17,1011.41,88,17,34,21,22,9,1014,1009,0.0,22,21,35,33,89,95,41,58
2016-03-18,28,21,1009.45,89,41,35,22,26,18,1013,1006,0.0,21,19,33,33,95,94,58,53
2016-03-19,27,23,1008.12,95,58,33,21,26,19,1013,1005,27.0,19,26,33,36,94,91,53,30
2016-03-20,26,24,1007.39,94,53,33,19,26,20,1010,1005,0.0,26,25,36,34,91,91,30,14
2016-03-21,31,23,1006.21,91,30,36,26,26,18,1010,1003,0.0,25,23,34,34,91,78,14,16
2016-03-22,30,18,1006.52,91,14,34,25,26,9,1009,1005,0.0,23,21,34,35,78,89,16,32
2016-03-23,28,15,1008.58,78,16,34,23,22,9,1012,1006,0.0,21,23,35,35,89,89,32,36
2016-03-24,28,20,1011.95,89,32,35,21,24,16,1015,1009,0.0,23,25,35,35,89,94,36,40
2016-03-25,29,21,1012.3,89,36,35,23,25,17,1015,1010,0.0,25,25,35,34,94,89,40,51
2016-03-26,30,23,1010.77,94,40,35,25,25,20,1014,1008,0.0,25,26,34,34,89,89,51,28
2016-03-27,30,24,1010.54,89,51,34,25,25,23,1013,1009,0.0,26,24,34,36,89,92,28,46
2016-03-28,30,22,1010.48,89,28,34,26,26,18,1013,1008,0.0,24,26,36,35,92,91,46,44
2016-03-29,30,24,1010.43,92,46,36,24,26,22,1013,1007,0.0,26,25,35,35,91,94,44,40
2016-03-30,30,24,1011.18,91,44,35,26,26,21,1013,1007,1.0,25,19,35,30,94,97,40,55
2016-03-31,30,24,1008.86,94,40,35,25,27,21,1012,1006,0.0,19,25,30,35,97,89,55,50
2016-04-01,24,21,1008.29,97,55,30,19,26,19,1011,1006,0.0,25,26,35,34,89,84,50,52
2016-04-02,30,24,1008.3,89,50,35,25,26,22,1011,1006,0.0,26,28,34,36,84,89,52,50
2016-04-03,30,25,1008.45,84,52,34,26,27,24,1011,1005,0.0,28,27,36,35,89,87,50,56
2016-04-04,32,26,1006.27,89,50,36,28,27,24,1009,1003,0.0,27,26,35,39,87,90,56,31
2016-04-05,31,26,1004.5,87,56,35,27,28,25,1007,1001,0.0,26,26,39,40,90,94,31,22
2016-04-06,32,25,1005.13,90,31,39,26,28,21,1008,1003,0.0,26,27,40,38,94,84,22,35
2016-04-07,33,23,1005.86,94,22,40,26,27,17,1008,1003,0.0,27,27,38,40,84,89,35,29
2016-04-08,32,23,1006.73,84,35,38,27,27,19,1010,1004,0.0,27,27,40,40,89,84,29,23
2016-04-09,34,24,1006.21,89,29,40,27,27,19,1009,1004,0.0,27,27,40,41,84,84,23,22
2016-04-10,34,23,1005.96,84,23,40,27,26,17,1009,1003,0.0,27,27,41,40,84,76,22,18
2016-04-11,34,22,1004.0,84,22,41,27,26,16,1007,1001,0.0,27,26,40,39,76,77,18,15
2016-04-12,34,21,1002.46,76,18,40,27,25,14,1005,1000,0.0,26,27,39,40,77,83,15,18
2016-04-13,32,19,1002.07,77,15,39,26,25,11,1005,999,0.0,27,27,40,41,83,84,18,17
2016-04-14,34,23,1003.66,83,18,40,27,27,16,1006,1002,0.0,27,27,41,37,84,89,17,46
2016-04-15,34,23,1004.46,84,17,41,27,27,14,1007,1002,0.0,27,27,37,39,89,89,46,44
2016-04-16,32,26,1003.5,89,46,37,27,29,23,1006,1001,0.0,27,27,39,37,89,84,44,40
2016-04-17,33,26,1003.5,89,44,39,27,28,23,1005,1001,0.0,27,26,37,39,84,82,40,44
2016-04-18,32,25,1004.52,84,40,37,27,27,23,1007,1003,0.0,26,27,39,39,82,84,44,45
2016-04-19,32,24,1004.71,82,44,39,26,28,23,1007,1002,0.0,27,27,39,38,84,84,45,47
2016-04-20,33,25,1004.89,84,45,39,27,28,23,1008,1002,0.0,27,28,38,40,84,90,47,39
2016-04-21,32,26,1002.49,84,47,38,27,28,24,1006,999,0.0,28,27,40,40,90,89,39,42
2016-04-22,34,27,1001.05,90,39,40,28,28,25,1005,998,0.0,27,27,40,40,89,89,42,18
2016-04-23,34,26,998.45,89,42,40,27,30,24,1001,996,0.0,27,28,40,38,89,89,18,40
2016-04-24,34,22,1000.36,89,18,40,27,27,13,1003,997,0.0,28,29,38,38,89,84,40,49
2016-04-25,33,26,1003.88,89,40,38,28,28,23,1007,1001,0.0,29,28,38,39,84,84,49,44
2016-04-26,34,26,1006.45,84,49,38,29,28,25,1009,1004,0.0,28,27,39,37,84,89,44,50
2016-04-27,34,26,1004.84,84,44,39,28,28,24,1007,1002,0.0,27,27,37,40,89,91,50,37
2016-04-28,32,27,1004.02,89,50,37,27,28,26,1007,1002,0.0,27,27,40,39,91,86,37,31
2016-04-29,34,26,1004.44,91,37,40,27,28,20,1007,1003,0.0,27,27,39,41,86,89,31,25
2016-04-30,33,24,1004.16,86,31,39,27,27,22,1007,1002,0.0,27,27,41,38,89,89,25,42
2016-05-01,34,23,1002.88,89,25,41,27,27,16,1006,999,0.0,27,26,38,37,89,94,42,46
2016-05-02,32,25,1004.11,89,42,38,27,27,22,1007,1002,0.0,26,22,37,33,94,79,46,42
2016-05-03,32,26,1005.37,94,46,37,26,27,19,1010,1002,5.0,22,22,33,36,79,94,42,41
2016-05-04,28,21,1006.41,79,42,33,22,24,18,1010,1003,0.0,22,24,36,38,94,84,41,33
2016-05-05,29,22,1007.21,94,41,36,22,26,20,1010,1005,0.0,24,23,38,37,84,94,33,39
2016-05-06,31,23,1006.53,84,33,38,24,27,19,1009,1003,0.0,23,20,37,37,94,96,39,48
2016-05-07,30,25,1006.35,94,39,37,23,27,20,1010,1003,14.0,20,27,37,37,96,89,48,44
2016-05-08,28,24,1008.23,96,48,37,20,27,20,1011,1005,0.0,27,27,37,37,89,89,44,43
2016-05-09,32,25,1007.84,89,44,37,27,27,23,1010,1005,0.0,27,26,37,37,89,94,43,43
2016-05-10,32,25,1007.41,89,43,37,27,28,22,1011,1004,0.0,26,28,37,38,94,86,43,35
2016-05-11,32,24,1006.16,94,43,37,26,27,21,1009,1003,0.0,28,23,38,37,86,98,35,45
2016-05-12,33,24,1003.07,86,35,38,28,28,20,1007,999,0.0,23,22,37,35,98,96,45,47
2016-05-13,30,24,1003.38,98,45,37,23,28,21,1008,1000,23.0,22,22,35,36,96,94,47,50
2016-05-14,28,25,1005.32,96,47,35,22,27,22,1010,1002,12.0,22,26,36,36,94,94,50,53
2016-05-15,29,25,1004.86,94,50,36,22,28,22,1008,1003,0.0,26,25,36,35,94,94,53,47
2016-05-16,32,26,1003.34,94,53,36,26,28,22,1008,1000,1.0,25,25,35,36,94,89,47,48
2016-05-17,30,25,1002.86,94,47,35,25,27,22,1006,1000,0.0,25,26,36,34,89,100,48,62
2016-05-18,30,26,1003.16,89,48,36,25,28,23,1006,1001,0.0,26,25,34,30,100,100,62,69
2016-05-19,30,27,1003.42,100,62,34,26,28,25,1005,1001,28.0,25,24,30,30,100,100,69,65
2016-05-20,28,25,1000.82,100,69,30,25,26,24,1004,998,22.0,24,24,30,34,100,94,65,52
2016-05-21,27,25,997.18,100,65,30,24,26,24,999,995,0.0,24,28,34,36,94,96,52,61
2016-05-22,29,25,998.72,94,52,34,24,27,23,1001,997,0.0,28,25,36,36,96,84,61,45
2016-05-23,32,27,999.93,96,61,36,28,29,23,1003,997,0.0,25,23,36,37,84,94,45,44
2016-05-24,30,24,1000.39,84,45,36,25,26,22,1003,998,0.0,23,25,37,37,94,91,44,47
2016-05-25,30,25,998.82,94,44,37,23,28,22,1001,995,18.0,25,28,37,36,91,91,47,48
2016-05-26,31,25,1000.32,91,47,37,25,28,22,1002,998,0.0,28,27,36,36,91,84,48,47
2016-05-27,32,27,1001.54,91,48,36,28,28,23,1004,999,0.0,27,26,36,35,84,79,47,39
2016-05-28,32,25,1001.29,84,47,36,27,27,22,1004,999,0.0,26,25,35,38,79,94,39,47
2016-05-29,30,22,1001.89,79,39,35,26,27,19,1005,1000,0.0,25,25,38,37,94,94,47,44
2016-05-30,32,25,1002.43,94,47,38,25,28,23,1005,999,5.0,25,21,37,33,94,95,44,60
2016-05-31,31,26,1003.29,94,44,37,25,28,23,1006,1001,0.0,21,26,33,36,95,94,60,47
2016-06-01,27,25,1004.7,95,60,33,21,26,21,1009,1002,1.0,26,27,36,35,94,90,47,53
2016-06-02,31,25,1003.75,94,47,36,26,28,22,1006,1001,0.0,27,27,35,35,90,91,53,59
2016-06-03,31,26,1003.98,90,53,35,27,28,24,1006,1002,0.0,27,27,35,35,91,94,59,56
2016-06-04,31,26,1005.09,91,59,35,27,27,23,1007,1003,0.0,27,27,35,36,94,95,56,55
2016-06-05,31,26,1005.41,94,56,35,27,28,25,1008,1003,7.0,27,26,36,34,95,99,55,62
2016-06-06,32,26,1004.79,95,55,36,27,27,25,1007,1003,45.0,26,27,34,35,99,94,62,56
2016-06-07,30,27,1004.2,99,62,34,26,28,26,1006,1002,0.2,27,27,35,36,94,91,56,54
2016-06-08,31,27,1002.0,94,56,35,27,28,26,1004,999,0.0,27,27,36,37,91,94,54,44
2016-06-09,32,26,999.57,91,54,36,27,27,25,1001,998,0.0,27,27,37,40,94,89,44,37
2016-06-10,32,26,999.14,94,44,37,27,29,23,1001,997,0.4,27,29,40,34,89,95,37,67
2016-06-11,34,26,998.5,89,37,40,27,31,23,1000,997,0.0,29,23,34,26,95,99,67,81
2016-06-12,32,28,999.25,95,67,34,29,30,26,1002,997,0.0,23,23,26,31,99,99,81,69
2016-06-13,24,25,1000.68,99,81,26,23,27,24,1003,1000,3.0,23,26,31,35,99,92,69,49
2016-06-14,27,25,999.22,99,69,31,23,27,23,1002,997,0.5,26,28,35,34,92,96,49,59
2016-06-15,30,25,998.3,92,49,35,26,27,23,1001,996,0.0,28,26,34,34,96,96,59,57
2016-06-16,31,27,999.39,96,59,34,28,28,26,1001,996,15.0,26,26,34,33,96,97,57,69
2016-06-17,30,27,1000.14,96,57,34,26,27,26,1002,998,1.0,26,27,33,35,97,89,69,47
2016-06-18,30,26,1002.32,97,69,33,26,28,25,1005,1000,3.0,27,27,35,35,89,89,47,50
2016-06-19,31,25,1004.16,89,47,35,27,27,24,1006,1002,0.0,27,27,35,36,89,90,50,52
2016-06-20,31,26,1004.09,89,50,35,27,27,25,1006,1001,0.0,27,27,36,36,90,89,52,46
2016-06-21,32,26,1003.54,90,52,36,27,27,24,1005,1001,0.0,27,27,36,34,89,98,46,66
2016-06-22,32,25,1004.04,89,46,36,27,27,23,1006,1002,0.0,27,28,34,36,98,89,66,57
2016-06-23,30,27,1002.66,98,66,34,27,29,25,1005,1000,0.0,28,28,36,36,89,88,57,44
2016-06-24,32,27,1001.8,89,57,36,28,28,25,1004,999,0.0,28,28,36,36,88,89,44,49
2016-06-25,32,26,1002.87,88,44,36,28,27,25,1005,1001,0.0,28,27,36,34,89,92,49,54
2016-06-26,32,26,1002.43,89,49,36,28,28,23,1004,1000,0.0,27,27,34,35,92,94,54,52
2016-06-27,30,27,1000.52,92,54,34,27,27,25,1003,998,0.2,27,28,35,34,94,89,52,62
2016-06-28,31,26,1001.29,94,52,35,27,29,25,1003,999,0.9,28,27,34,35,89,94,62,52
2016-06-29,31,27,1002.05,89,62,34,28,28,26,1004,1000,2.0,27,27,35,33,94,100,52,70
2016-06-30,31,27,1000.16,94,52,35,27,28,25,1002,997,2.0,27,27,33,33,100,100,70,77
2016-07-01,30,27,997.75,100,70,33,27,28,26,1000,996,18.0,27,26,33,29,100,100,77,89
2016-07-02,30,27,996.8,100,77,33,27,28,26,998,995,87.0,26,25,29,30,100,100,89,84
2016-07-03,28,27,996.73,100,89,29,26,28,25,1000,994,40.0,25,27,30,30,100,100,84,77
2016-07-04,28,27,998.0,100,84,30,25,28,26,1000,996,3.0,27,27,30,33,100,96,77,70
2016-07-05,28,27,997.2,100,77,30,27,29,26,999,995,1.0,27,27,33,34,96,94,70,62
2016-07-06,30,27,997.67,96,70,33,27,28,26,999,995,0.0,27,28,34,34,94,89,62,60
2016-07-07,30,27,997.61,94,62,34,27,28,26,1000,996,0.0,28,27,34,31,89,94,60,70
2016-07-08,31,27,996.66,89,60,34,28,28,26,998,995,0.3,27,26,31,33,94,95,70,61
2016-07-09,29,27,995.8,94,70,31,27,28,25,997,994,24.0,26,26,33,33,95,97,61,63
2016-07-10,30,26,995.98,95,61,33,26,27,25,998,993,4.0,26,26,33,31,97,96,63,74
2016-07-11,30,27,996.75,97,63,33,26,28,26,999,995,21.0,26,27,31,34,96,93,74,58
2016-07-12,28,27,999.29,96,74,31,26,28,25,1001,998,0.3,27,28,34,34,93,93,58,63
2016-07-13,30,26,999.67,93,58,34,27,28,25,1001,998,0.0,28,28,34,30,93,100,63,86
2016-07-14,31,27,998.79,93,63,34,28,29,25,1000,996,9.0,28,26,30,31,100,94,86,71
2016-07-15,29,27,999.13,100,86,30,28,28,26,1001,998,1.0,26,26,31,34,94,94,71,52
2016-07-16,28,26,1002.16,94,71,31,26,28,23,1006,999,0.5,26,25,34,34,94,95,52,51
2016-07-17,30,26,1005.3,94,52,34,26,29,23,1007,1004,18.0,25,26,34,33,95,94,51,64
2016-07-18,30,26,1003.61,95,51,34,25,27,24,1005,1001,24.0,26,28,33,34,94,91,64,63
2016-07-19,30,27,1001.68,94,64,33,26,28,26,1004,999,0.0,28,28,34,33,91,89,63,63
2016-07-20,31,27,1001.59,91,63,34,28,28,25,1004,1000,0.0,28,26,33,33,89,100,63,73
2016-07-21,30,27,1002.36,89,63,33,28,28,25,1004,1001,0.0,26,25,33,31,100,97,73,79
2016-07-22,30,26,1003.39,100,73,33,26,28,25,1005,1002,6.0,25,26,31,33,97,94,79,70
2016-07-23,28,26,1004.37,97,79,31,25,28,25,1006,1003,11.0,26,25,33,31,94,100,70,76
2016-07-24,30,26,1004.87,94,70,33,26,28,25,1006,1003,17.0,25,25,31,31,100,100,76,78
2016-07-25,28,26,1005.48,100,76,31,25,28,25,1008,1004,39.0,25,25,31,34,100,96,78,55
2016-07-26,28,26,1006.89,100,78,31,25,27,25,1009,1005,4.0,25,26,34,35,96,94,55,50
2016-07-27,30,25,1006.68,96,55,34,25,26,22,1009,1004,0.1,26,28,35,34,94,96,50,58
2016-07-28,30,26,1004.54,94,50,35,26,28,24,1007,1001,5.0,28,28,34,33,96,94,58,64
2016-07-29,31,27,1002.79,96,58,34,28,28,25,1005,1000,8.0,28,27,33,34,94,97,64,59
2016-07-30,30,27,1002.23,94,64,33,28,28,26,1004,1000,3.0,27,25,34,31,97,95,59,67
2016-07-31,30,27,1000.88,97,59,34,27,28,25,1003,997,38.0,25,25,31,31,95,100,67,72
2016-08-01,28,26,998.27,95,67,31,25,27,25,1000,995,12.0,25,25,31,33,100,95,72,61
2016-08-02,28,26,995.77,100,72,31,25,27,25,997,994,6.0,25,26,33,32,95,100,61,69
2016-08-03,29,26,996.52,95,61,33,25,27,25,998,995,3.0,26,26,32,31,100,94,69,78
2016-08-04,29,27,996.66,100,69,32,26,28,25,998,995,0.0,26,25,31,30,94,100,78,81
2016-08-05,28,26,997.81,94,78,31,26,27,26,1000,996,12.0,25,25,30,30,100,100,81,78
2016-08-06,28,26,999.06,100,81,30,25,27,26,1001,998,3.0,25,26,30,33,100,94,78,60
2016-08-07,28,26,1000.82,100,78,30,25,27,25,1003,999,1.0,26,27,33,30,94,94,60,68
2016-08-08,30,26,1000.15,94,60,33,26,28,25,1002,998,0.2,27,25,30,27,94,100,68,86
2016-08-09,28,26,996.75,94,68,30,27,27,25,999,995,19.0,25,25,27,32,100,100,86,68
2016-08-10,26,26,996.71,100,86,27,25,26,25,998,995,0.0,25,26,32,34,100,94,68,65
2016-08-11,28,26,999.21,100,68,32,25,28,25,1002,997,35.0,26,27,34,36,94,90,65,55
2016-08-12,30,27,1000.5,94,65,34,26,28,25,1002,998,0.6,27,26,36,36,90,100,55,56
2016-08-13,32,26,1000.07,90,55,36,27,28,24,1002,998,0.0,26,26,36,35,100,100,56,57
2016-08-14,31,27,998.81,100,56,36,26,29,25,1001,996,100.0,26,27,35,34,100,94,57,60
2016-08-15,30,27,996.57,100,57,35,26,29,26,998,994,0.0,27,26,34,28,94,100,60,84
2016-08-16,30,26,994.07,94,60,34,27,28,25,996,991,0.7,26,26,28,33,100,100,84,64
2016-08-17,27,26,990.86,100,84,28,26,27,25,994,987,17.0,26,26,33,34,100,94,64,57
2016-08-18,30,26,997.54,100,64,33,26,28,25,1001,994,2.0,26,27,34,35,94,94,57,50
2016-08-19,30,26,1000.73,94,57,34,26,27,24,1002,999,0.2,27,26,35,27,94,100,50,74
2016-08-20,31,27,1000.7,94,50,35,27,29,25,1002,999,2.0,26,23,27,29,100,100,74,78
2016-08-21,26,26,1000.16,100,74,27,26,27,25,1002,998,71.0,23,25,29,33,100,100,78,63
2016-08-22,26,25,1003.45,100,78,29,23,27,24,1006,1000,4.0,25,26,33,34,100,91,63,60
2016-08-23,29,26,1003.91,100,63,33,25,29,25,1006,1001,13.0,26,26,34,35,91,91,60,60
2016-08-24,30,26,1002.63,91,60,34,26,28,25,1005,1000,9.0,26,27,35,35,91,94,60,55
2016-08-25,30,26,1003.07,91,60,35,26,28,25,1006,1000,0.0,27,27,35,35,94,94,55,49
2016-08-26,31,26,1004.36,94,55,35,27,28,24,1007,1002,5.0,27,27,35,34,94,89,49,52
2016-08-27,31,26,1005.87,94,49,35,27,27,23,1008,1003,0.0,27,27,34,34,89,89,52,58
2016-08-28,30,27,1006.11,89,52,34,27,28,25,1009,1003,0.0,27,27,34,36,89,94,58,52
2016-08-29,30,27,1003.59,89,58,34,27,28,24,1006,1001,0.8,27,27,36,34,94,100,52,65
2016-08-30,32,26,1002.75,94,52,36,27,28,24,1005,1000,0.0,27,26,34,35,100,94,65,61
2016-08-31,30,27,1003.71,100,65,34,27,28,26,1006,1002,3.0,26,28,35,35,94,89,61,59
2016-09-01,30,27,1002.46,94,61,35,26,28,26,1005,1000,0.0,28,27,35,35,89,95,59,63
2016-09-02,32,26,1000.45,89,59,35,28,28,25,1003,997,0.0,27,26,35,33,95,100,63,64
2016-09-03,31,26,999.71,95,63,35,27,27,25,1002,997,9.0,26,26,33,33,100,100,64,62
2016-09-04,30,27,1000.28,100,64,33,26,28,25,1002,998,21.0,26,25,33,31,100,96,62,74
2016-09-05,30,27,999.43,100,62,33,26,28,26,1001,997,0.0,25,25,31,33,96,100,74,60
2016-09-06,28,26,999.96,96,74,31,25,28,25,1002,998,0.0,25,26,33,33,100,94,60,63
2016-09-07,29,26,1001.05,100,60,33,25,28,24,1003,999,0.0,26,26,33,33,94,94,63,66
2016-09-08,30,26,1003.05,94,63,33,26,27,25,1005,1001,0.0,26,26,33,35,94,94,66,44
2016-09-09,30,27,1004.51,94,66,33,26,28,25,1006,1002,2.0,26,27,35,34,94,90,44,62
2016-09-10,30,26,1004.59,94,44,35,26,27,25,1007,1002,0.0,27,27,34,35,90,94,62,52
2016-09-11,30,26,1004.11,90,62,34,27,28,25,1006,1002,1.0,27,26,35,33,94,94,52,60
2016-09-12,31,26,1004.54,94,52,35,27,27,23,1007,1003,0.1,26,26,33,35,94,94,60,56
2016-09-13,30,26,1005.98,94,60,33,26,28,25,1008,1004,5.0,26,27,35,34,94,94,56,47
2016-09-14,30,26,1006.04,94,56,35,26,27,24,1009,1003,0.0,27,27,34,35,94,94,47,58
2016-09-15,30,25,1005.32,94,47,34,27,28,22,1007,1002,0.0,27,27,35,35,94,100,58,67
2016-09-16,31,26,1004.54,94,58,35,27,28,24,1007,1002,4.0,27,26,35,35,100,90,67,61
2016-09-17,31,26,1004.61,100,67,35,27,28,26,1006,1002,34.0,26,26,35,35,90,94,61,50
2016-09-18,30,26,1005.36,90,61,35,26,27,26,1008,1003,1.0,26,27,35,35,94,95,50,54
2016-09-19,30,26,1004.24,94,50,35,26,28,24,1007,1001,0.0,27,27,35,34,95,90,54,57
2016-09-20,31,26,1004.23,95,54,35,27,27,24,1007,1001,0.0,27,26,34,33,90,94,57,65
2016-09-21,30,26,1006.96,90,57,34,27,28,25,1010,1005,0.9,26,26,33,32,94,94,65,66
2016-09-22,30,26,1007.12,94,65,33,26,27,26,1010,1005,12.0,26,26,32,35,94,96,66,51
2016-09-23,29,26,1004.6,94,66,32,26,28,24,1007,1002,5.0,26,26,35,33,96,94,51,69
2016-09-24,30,26,1003.38,96,51,35,26,27,24,1006,1001,0.0,26,26,33,34,94,90,69,66
2016-09-25,30,27,1004.5,94,69,33,26,28,25,1007,1002,5.0,26,26,34,35,90,96,66,55
2016-09-26,30,26,1005.73,90,66,34,26,27,24,1008,1004,0.0,26,27,35,30,96,100,55,74
2016-09-27,30,26,1005.93,96,55,35,26,27,25,1008,1003,0.5,27,25,30,33,100,100,74,64
2016-09-28,28,26,1005.21,100,74,30,27,27,25,1008,1003,0.6,25,26,33,34,100,91,64,54
2016-09-29,29,26,1004.41,100,64,33,25,28,24,1006,1001,6.0,26,26,34,35,91,94,54,53
2016-09-30,30,26,1004.46,91,54,34,26,27,24,1007,1002,0.0,26,26,35,34,94,94,53,49
2016-10-01,30,26,1006.7,94,53,35,26,28,25,1009,1005,0.0,26,27,34,35,94,89,49,48
2016-10-02,30,25,1008.27,94,49,34,26,27,23,1012,1006,0.0,27,26,35,35,89,94,48,49
2016-10-03,31,25,1006.66,89,48,35,27,27,23,1010,1003,0.0,26,25,35,34,94,94,49,63
2016-10-04,30,25,1005.0,94,49,35,26,27,23,1008,1002,7.0,25,26,34,34,94,100,63,54
2016-10-05,30,26,1004.45,94,63,34,25,27,24,1007,1001,0.0,26,26,34,30,100,94,54,77
2016-10-06,30,25,1004.82,100,54,34,26,26,23,1008,1002,0.6,26,25,30,30,94,94,77,79
2016-10-07,28,26,1005.59,94,77,30,26,27,25,1008,1003,6.0,25,25,30,33,94,97,79,65
2016-10-08,28,26,1006.07,94,79,30,25,28,26,1009,1004,19.0,25,25,33,31,97,97,65,67
2016-10-09,29,26,1004.77,97,65,33,25,27,25,1007,1002,0.4,25,24,31,31,97,96,67,72
2016-10-10,28,26,1003.34,97,67,31,25,28,24,1006,1001,34.0,24,26,31,32,96,94,72,57
2016-10-11,28,26,1002.89,96,72,31,24,27,24,1005,1001,12.0,26,22,32,33,94,94,57,31
2016-10-12,29,25,1004.23,94,57,32,26,26,24,1007,1002,0.0,22,22,33,33,94,89,31,28
2016-10-13,28,22,1007.11,94,31,33,22,26,18,1010,1005,0.0,22,22,33,33,89,89,28,33
2016-10-14,28,20,1008.14,89,28,33,22,25,16,1010,1006,0.0,22,22,33,33,89,79,33,37
2016-10-15,28,21,1008.64,89,33,33,22,25,18,1011,1006,0.0,22,24,33,34,79,89,37,37
2016-10-16,28,20,1009.07,79,37,33,22,23,18,1012,1007,0.0,24,25,34,34,89,94,37,45
2016-10-17,29,21,1007.68,89,37,34,24,24,19,1010,1005,0.0,25,25,34,33,94,89,45,41
2016-10-18,30,23,1006.8,94,45,34,25,24,22,1010,1004,0.0,25,24,33,34,89,83,41,40
2016-10-19,29,22,1006.09,89,41,33,25,23,19,1009,1003,0.0,24,23,34,33,83,89,40,31
2016-10-20,29,21,1005.43,83,40,34,24,23,19,1008,1003,0.0,23,22,33,33,89,94,31,35
2016-10-21,28,20,1006.38,89,31,33,23,24,17,1009,1005,0.0,22,23,33,33,94,89,35,31
2016-10-22,28,21,1007.36,94,35,33,22,23,18,1010,1005,0.0,23,23,33,32,89,94,31,35
2016-10-23,28,21,1006.64,89,31,33,23,23,17,1010,1004,0.0,23,23,32,33,94,94,35,36
2016-10-24,28,21,1005.57,94,35,32,23,23,18,1008,1003,0.0,23,24,33,32,94,94,36,44
2016-10-25,28,22,1005.79,94,36,33,23,23,19,1008,1003,0.0,24,23,32,30,94,95,44,70
2016-10-26,28,23,1008.59,94,44,32,24,26,21,1011,1006,3.0,23,25,30,29,95,94,70,69
2016-10-27,26,24,1011.09,95,70,30,23,26,23,1014,1009,0.7,25,24,29,31,94,94,69,54
2016-10-28,27,24,1010.59,94,69,29,25,26,23,1013,1008,0.0,24,24,31,31,94,94,54,58
